Date and time,Voltage AC L1 | Symo Advanced 20.0-3-M (1),Voltage AC L2 | Symo Advanced 20.0-3-M (1),Voltage AC L3 | Symo Advanced 20.0-3-M (1),Consumed directly,Consumption,Energy from grid,Energy to grid,PV production,
[dd.MM.yyyy HH:mm],[V],[V],[V],[Wh],[Wh],[Wh],[Wh],[Wh],
18.05.2024 00:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 240.00   , 240.00   ,   0.00   ,   0.00   ,
18.05.2024 00:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 00:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 00:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 182.00   , 182.00   ,   0.00   ,   0.00   ,
18.05.2024 00:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 290.00   , 290.00   ,   0.00   ,   0.00   ,
18.05.2024 00:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 278.00   , 278.00   ,   0.00   ,   0.00   ,
18.05.2024 00:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 184.00   , 184.00   ,   0.00   ,   0.00   ,
18.05.2024 00:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 00:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 00:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 214.00   , 214.00   ,   0.00   ,   0.00   ,
18.05.2024 00:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 284.00   , 284.00   ,   0.00   ,   0.00   ,
18.05.2024 00:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 246.00   , 246.00   ,   0.00   ,   0.00   ,
18.05.2024 01:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 01:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 01:10,n/a,n/a,n/a,   0.00   ,  66.00   ,  66.00   ,   0.00   ,   0.00   ,
18.05.2024 01:15,   0.00   ,   0.00   ,   0.00   ,   0.00   ,  66.00   ,  66.00   ,   0.00   ,   0.00   ,
18.05.2024 01:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 284.00   , 284.00   ,   0.00   ,   0.00   ,
18.05.2024 01:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 228.00   , 228.00   ,   0.00   ,   0.00   ,
18.05.2024 01:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 272.00   , 272.00   ,   0.00   ,   0.00   ,
18.05.2024 01:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 266.00   , 266.00   ,   0.00   ,   0.00   ,
18.05.2024 01:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 280.00   , 280.00   ,   0.00   ,   0.00   ,
18.05.2024 01:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 172.00   , 172.00   ,   0.00   ,   0.00   ,
18.05.2024 01:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 114.00   , 114.00   ,   0.00   ,   0.00   ,
18.05.2024 01:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 02:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 248.00   , 248.00   ,   0.00   ,   0.00   ,
18.05.2024 02:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 278.00   , 278.00   ,   0.00   ,   0.00   ,
18.05.2024 02:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 232.00   , 232.00   ,   0.00   ,   0.00   ,
18.05.2024 02:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 02:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 02:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 222.00   , 222.00   ,   0.00   ,   0.00   ,
18.05.2024 02:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 282.00   , 282.00   ,   0.00   ,   0.00   ,
18.05.2024 02:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 272.00   , 272.00   ,   0.00   ,   0.00   ,
18.05.2024 02:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 152.00   , 152.00   ,   0.00   ,   0.00   ,
18.05.2024 02:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 02:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 02:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 288.00   , 288.00   ,   0.00   ,   0.00   ,
18.05.2024 03:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 272.00   , 272.00   ,   0.00   ,   0.00   ,
18.05.2024 03:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 210.00   , 210.00   ,   0.00   ,   0.00   ,
18.05.2024 03:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 03:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 03:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 236.00   , 236.00   ,   0.00   ,   0.00   ,
18.05.2024 03:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 284.00   , 284.00   ,   0.00   ,   0.00   ,
18.05.2024 03:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 256.00   , 256.00   ,   0.00   ,   0.00   ,
18.05.2024 03:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 03:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 03:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 142.00   , 142.00   ,   0.00   ,   0.00   ,
18.05.2024 03:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 298.00   , 298.00   ,   0.00   ,   0.00   ,
18.05.2024 03:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 268.00   , 268.00   ,   0.00   ,   0.00   ,
18.05.2024 04:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 156.00   , 156.00   ,   0.00   ,   0.00   ,
18.05.2024 04:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 04:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 126.00   , 126.00   ,   0.00   ,   0.00   ,
18.05.2024 04:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 304.00   , 304.00   ,   0.00   ,   0.00   ,
18.05.2024 04:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 270.00   , 270.00   ,   0.00   ,   0.00   ,
18.05.2024 04:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 238.00   , 238.00   ,   0.00   ,   0.00   ,
18.05.2024 04:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 04:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 04:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 178.00   , 178.00   ,   0.00   ,   0.00   ,
18.05.2024 04:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 292.00   , 292.00   ,   0.00   ,   0.00   ,
18.05.2024 04:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 272.00   , 272.00   ,   0.00   ,   0.00   ,
18.05.2024 04:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 178.00   , 178.00   ,   0.00   ,   0.00   ,
18.05.2024 05:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 05:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 108.00   , 108.00   ,   0.00   ,   0.00   ,
18.05.2024 05:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 208.00   , 208.00   ,   0.00   ,   0.00   ,
18.05.2024 05:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 280.00   , 280.00   ,   0.00   ,   0.00   ,
18.05.2024 05:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 268.00   , 268.00   ,   0.00   ,   0.00   ,
18.05.2024 05:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 130.00   , 130.00   ,   0.00   ,   0.00   ,
18.05.2024 05:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 108.00   , 108.00   ,   0.00   ,   0.00   ,
18.05.2024 05:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 124.00   , 124.00   ,   0.00   ,   0.00   ,
18.05.2024 05:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 298.00   , 298.00   ,   0.00   ,   0.00   ,
18.05.2024 05:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 262.00   , 262.00   ,   0.00   ,   0.00   ,
18.05.2024 05:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 194.00   , 194.00   ,   0.00   ,   0.00   ,
18.05.2024 05:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 110.00   , 110.00   ,   0.00   ,   0.00   ,
18.05.2024 06:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 104.00   , 104.00   ,   0.00   ,   0.00   ,
18.05.2024 06:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 224.00   , 224.00   ,   0.00   ,   0.00   ,
18.05.2024 06:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 268.00   , 268.00   ,   0.00   ,   0.00   ,
18.05.2024 06:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 234.00   , 234.00   ,   0.00   ,   0.00   ,
18.05.2024 06:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 100.00   , 100.00   ,   0.00   ,   0.00   ,
18.05.2024 06:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 102.00   , 102.00   ,   0.00   ,   0.00   ,
18.05.2024 06:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 160.00   , 160.00   ,   0.00   ,   0.00   ,
18.05.2024 06:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 292.00   , 292.00   ,   0.00   ,   0.00   ,
18.05.2024 06:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 258.00   , 258.00   ,   0.00   ,   0.00   ,
18.05.2024 06:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 130.00   , 130.00   ,   0.00   ,   0.00   ,
18.05.2024 06:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 100.00   , 100.00   ,   0.00   ,   0.00   ,
18.05.2024 06:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 100.00   , 100.00   ,   0.00   ,   0.00   ,
18.05.2024 07:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 288.00   , 288.00   ,   0.00   ,   0.00   ,
18.05.2024 07:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 286.00   , 286.00   ,   0.00   ,   0.00   ,
18.05.2024 07:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 258.00   , 258.00   ,   0.00   ,   0.00   ,
18.05.2024 07:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 124.00   , 124.00   ,   0.00   ,   0.00   ,
18.05.2024 07:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 104.00   , 104.00   ,   0.00   ,   0.00   ,
18.05.2024 07:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 196.00   , 196.00   ,   0.00   ,   0.00   ,
18.05.2024 07:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 282.00   , 282.00   ,   0.00   ,   0.00   ,
18.05.2024 07:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 268.00   , 268.00   ,   0.00   ,   0.00   ,
18.05.2024 07:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 228.00   , 228.00   ,   0.00   ,   0.00   ,
18.05.2024 07:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 148.00   , 148.00   ,   0.00   ,   0.00   ,
18.05.2024 07:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 116.00   , 116.00   ,   0.00   ,   0.00   ,
18.05.2024 07:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 360.00   , 360.00   ,   0.00   ,   0.00   ,
18.05.2024 08:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 416.00   , 416.00   ,   0.00   ,   0.00   ,
18.05.2024 08:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 200.00   , 200.00   ,   0.00   ,   0.00   ,
18.05.2024 08:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 142.00   , 142.00   ,   0.00   ,   0.00   ,
18.05.2024 08:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 234.00   , 234.00   ,   0.00   ,   0.00   ,
18.05.2024 08:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 112.00   , 112.00   ,   0.00   ,   0.00   ,
18.05.2024 08:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 188.00   , 188.00   ,   0.00   ,   0.00   ,
18.05.2024 08:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 278.00   , 278.00   ,   0.00   ,   0.00   ,
18.05.2024 08:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 272.00   , 272.00   ,   0.00   ,   0.00   ,
18.05.2024 08:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 138.00   , 138.00   ,   0.00   ,   0.00   ,
18.05.2024 08:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 282.00   , 282.00   ,   0.00   ,   0.00   ,
18.05.2024 08:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 216.00   , 216.00   ,   0.00   ,   0.00   ,
18.05.2024 08:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 298.00   , 298.00   ,   0.00   ,   0.00   ,
18.05.2024 09:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 482.00   , 482.00   ,   0.00   ,   0.00   ,
18.05.2024 09:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 480.00   , 480.00   ,   0.00   ,   0.00   ,
18.05.2024 09:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 576.00   , 576.00   ,   0.00   ,   0.00   ,
18.05.2024 09:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 790.00   , 790.00   ,   0.00   ,   0.00   ,
18.05.2024 09:20,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1060.00   ,1060.00   ,   0.00   ,   0.00   ,
18.05.2024 09:25,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1198.00   ,1198.00   ,   0.00   ,   0.00   ,
18.05.2024 09:30,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1372.00   ,1372.00   ,   0.00   ,   0.00   ,
18.05.2024 09:35,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1340.00   ,1340.00   ,   0.00   ,   0.00   ,
18.05.2024 09:40,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1324.00   ,1324.00   ,   0.00   ,   0.00   ,
18.05.2024 09:45,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1244.00   ,1244.00   ,   0.00   ,   0.00   ,
18.05.2024 09:50,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1136.00   ,1136.00   ,   0.00   ,   0.00   ,
18.05.2024 09:55,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1122.00   ,1122.00   ,   0.00   ,   0.00   ,
18.05.2024 10:00,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1170.00   ,1170.00   ,   0.00   ,   0.00   ,
18.05.2024 10:05,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1130.00   ,1130.00   ,   0.00   ,   0.00   ,
18.05.2024 10:10,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1176.00   ,1176.00   ,   0.00   ,   0.00   ,
18.05.2024 10:15,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1124.00   ,1124.00   ,   0.00   ,   0.00   ,
18.05.2024 10:20,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1096.00   ,1096.00   ,   0.00   ,   0.00   ,
18.05.2024 10:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 924.00   , 924.00   ,   0.00   ,   0.00   ,
18.05.2024 10:30,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1026.00   ,1026.00   ,   0.00   ,   0.00   ,
18.05.2024 10:35,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1014.00   ,1014.00   ,   0.00   ,   0.00   ,
18.05.2024 10:40,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1010.00   ,1010.00   ,   0.00   ,   0.00   ,
18.05.2024 10:45,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1020.00   ,1020.00   ,   0.00   ,   0.00   ,
18.05.2024 10:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 994.00   , 994.00   ,   0.00   ,   0.00   ,
18.05.2024 10:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 938.00   , 938.00   ,   0.00   ,   0.00   ,
18.05.2024 11:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 942.00   , 942.00   ,   0.00   ,   0.00   ,
18.05.2024 11:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 950.00   , 950.00   ,   0.00   ,   0.00   ,
18.05.2024 11:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 972.00   , 972.00   ,   0.00   ,   0.00   ,
18.05.2024 11:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 984.00   , 984.00   ,   0.00   ,   0.00   ,
18.05.2024 11:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 950.00   , 950.00   ,   0.00   ,   0.00   ,
18.05.2024 11:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 934.00   , 934.00   ,   0.00   ,   0.00   ,
18.05.2024 11:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 790.00   , 790.00   ,   0.00   ,   0.00   ,
18.05.2024 11:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 858.00   , 858.00   ,   0.00   ,   0.00   ,
18.05.2024 11:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 816.00   , 816.00   ,   0.00   ,   0.00   ,
18.05.2024 11:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 932.00   , 932.00   ,   0.00   ,   0.00   ,
18.05.2024 11:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 894.00   , 894.00   ,   0.00   ,   0.00   ,
18.05.2024 11:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 946.00   , 946.00   ,   0.00   ,   0.00   ,
18.05.2024 12:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 852.00   , 852.00   ,   0.00   ,   0.00   ,
18.05.2024 12:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 792.00   , 792.00   ,   0.00   ,   0.00   ,
18.05.2024 12:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 784.00   , 784.00   ,   0.00   ,   0.00   ,
18.05.2024 12:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 826.00   , 826.00   ,   0.00   ,   0.00   ,
18.05.2024 12:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 856.00   , 856.00   ,   0.00   ,   0.00   ,
18.05.2024 12:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 852.00   , 852.00   ,   0.00   ,   0.00   ,
18.05.2024 12:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 890.00   , 890.00   ,   0.00   ,   0.00   ,
18.05.2024 12:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 816.00   , 816.00   ,   0.00   ,   0.00   ,
18.05.2024 12:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 742.00   , 742.00   ,   0.00   ,   0.00   ,
18.05.2024 12:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 830.00   , 830.00   ,   0.00   ,   0.00   ,
18.05.2024 12:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 958.00   , 958.00   ,   0.00   ,   0.00   ,
18.05.2024 12:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 836.00   , 836.00   ,   0.00   ,   0.00   ,
18.05.2024 13:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 948.00   , 948.00   ,   0.00   ,   0.00   ,
18.05.2024 13:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 802.00   , 802.00   ,   0.00   ,   0.00   ,
18.05.2024 13:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 700.00   , 700.00   ,   0.00   ,   0.00   ,
18.05.2024 13:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 450.00   , 450.00   ,   0.00   ,   0.00   ,
18.05.2024 13:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 726.00   , 726.00   ,   0.00   ,   0.00   ,
18.05.2024 13:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 702.00   , 702.00   ,   0.00   ,   0.00   ,
18.05.2024 13:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 562.00   , 562.00   ,   0.00   ,   0.00   ,
18.05.2024 13:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 596.00   , 596.00   ,   0.00   ,   0.00   ,
18.05.2024 13:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 360.00   , 360.00   ,   0.00   ,   0.00   ,
18.05.2024 13:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 512.00   , 512.00   ,   0.00   ,   0.00   ,
18.05.2024 13:50,   0.00   ,   0.00   ,   0.00   ,   0.00   , 540.00   , 540.00   ,   0.00   ,   0.00   ,
18.05.2024 13:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 828.00   , 828.00   ,   0.00   ,   0.00   ,
18.05.2024 14:00,   0.00   ,   0.00   ,   0.00   ,   0.00   , 982.00   , 982.00   ,   0.00   ,   0.00   ,
18.05.2024 14:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 886.00   , 886.00   ,   0.00   ,   0.00   ,
18.05.2024 14:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 884.00   , 884.00   ,   0.00   ,   0.00   ,
18.05.2024 14:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 728.00   , 728.00   ,   0.00   ,   0.00   ,
18.05.2024 14:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 620.00   , 620.00   ,   0.00   ,   0.00   ,
18.05.2024 14:25,   0.00   ,   0.00   ,   0.00   ,   0.00   , 670.00   , 670.00   ,   0.00   ,   0.00   ,
18.05.2024 14:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 792.00   , 792.00   ,   0.00   ,   0.00   ,
18.05.2024 14:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 896.00   , 896.00   ,   0.00   ,   0.00   ,
18.05.2024 14:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 738.00   , 738.00   ,   0.00   ,   0.00   ,
18.05.2024 14:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 896.00   , 896.00   ,   0.00   ,   0.00   ,
18.05.2024 14:50,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1048.00   ,1048.00   ,   0.00   ,   0.00   ,
18.05.2024 14:55,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1048.00   ,1048.00   ,   0.00   ,   0.00   ,
18.05.2024 15:00,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1086.00   ,1086.00   ,   0.00   ,   0.00   ,
18.05.2024 15:05,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1092.00   ,1092.00   ,   0.00   ,   0.00   ,
18.05.2024 15:10,   0.00   ,   0.00   ,   0.00   ,   0.00   , 948.00   , 948.00   ,   0.00   ,   0.00   ,
18.05.2024 15:15,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1088.00   ,1088.00   ,   0.00   ,   0.00   ,
18.05.2024 15:20,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1070.00   ,1070.00   ,   0.00   ,   0.00   ,
18.05.2024 15:25,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1096.00   ,1096.00   ,   0.00   ,   0.00   ,
18.05.2024 15:30,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1086.00   ,1086.00   ,   0.00   ,   0.00   ,
18.05.2024 15:35,   0.00   ,   0.00   ,   0.00   ,   0.00   , 982.00   , 982.00   ,   0.00   ,   0.00   ,
18.05.2024 15:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 982.00   , 982.00   ,   0.00   ,   0.00   ,
18.05.2024 15:45,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1064.00   ,1064.00   ,   0.00   ,   0.00   ,
18.05.2024 15:50,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1160.00   ,1160.00   ,   0.00   ,   0.00   ,
18.05.2024 15:55,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1290.00   ,1290.00   ,   0.00   ,   0.00   ,
18.05.2024 16:00,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1206.00   ,1206.00   ,   0.00   ,   0.00   ,
18.05.2024 16:05,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1150.00   ,1150.00   ,   0.00   ,   0.00   ,
18.05.2024 16:10,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1070.00   ,1070.00   ,   0.00   ,   0.00   ,
18.05.2024 16:15,   0.00   ,   0.00   ,   0.00   ,   0.00   , 982.00   , 982.00   ,   0.00   ,   0.00   ,
18.05.2024 16:20,   0.00   ,   0.00   ,   0.00   ,   0.00   , 942.00   , 942.00   ,   0.00   ,   0.00   ,
18.05.2024 16:25,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1006.00   ,1006.00   ,   0.00   ,   0.00   ,
18.05.2024 16:30,   0.00   ,   0.00   ,   0.00   ,   0.00   , 978.00   , 978.00   ,   0.00   ,   0.00   ,
18.05.2024 16:35,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1000.00   ,1000.00   ,   0.00   ,   0.00   ,
18.05.2024 16:40,   0.00   ,   0.00   ,   0.00   ,   0.00   , 944.00   , 944.00   ,   0.00   ,   0.00   ,
18.05.2024 16:45,   0.00   ,   0.00   ,   0.00   ,   0.00   , 924.00   , 924.00   ,   0.00   ,   0.00   ,
18.05.2024 16:50,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1020.00   ,1020.00   ,   0.00   ,   0.00   ,
18.05.2024 16:55,   0.00   ,   0.00   ,   0.00   ,   0.00   , 982.00   , 982.00   ,   0.00   ,   0.00   ,
18.05.2024 17:00,   0.00   ,   0.00   ,   0.00   ,   0.00   ,1042.00   ,1042.00   ,   0.00   ,   0.00   ,
18.05.2024 17:05,   0.00   ,   0.00   ,   0.00   ,   0.00   , 994.00   , 994.00   ,   0.00   ,   0.00   ,
18.05.2024 17:10, 214.886  , 211.488  , 211.076  ,  36.57   , 986.00   , 949.43   ,   0.00   ,  36.57   ,
18.05.2024 17:15, 227.70   , 224.60   , 222.30   ,  85.28   , 800.00   , 714.72   ,   0.00   ,  85.28   ,
